Date,Equity,Fixed Income,Alternatives
2005-02-28,0.020903325412775065,-0.006704908117450281,0.03102789011648288
2005-03-31,-0.0221336398791816,-0.00954882811850899,-0.01631056982272039
2005-04-30,-0.014881203345660676,0.01662606600050265,0.01237736532167566
2005-05-31,0.03222461676481325,0.008411052770395111,-0.03921561725675826
2005-06-30,-0.0025108057255960325,0.008641360483319094,0.042977119693930366
2005-07-31,0.042452096142232554,-0.010192341570465557,-0.014272535715587287
2005-08-31,-0.009374566839947307,0.011790932190683723,0.01354511525428137
2005-09-30,0.003752818881217035,-0.009425427044547852,0.07603684610685546
2005-10-31,-0.01949469257799319,-0.00992217149311958,-0.006423966427397176
2005-11-30,0.04395265739452081,0.0034291267191060015,0.05818958748818792
2005-12-31,-0.00717653108035643,0.007351594044094467,0.05050923490844328
2006-01-31,0.029441992543245643,0.007020411969825613,0.09926325610950593
2006-02-28,0.005725101432435764,-0.0020887144290504533,-0.011111129799614039
2006-03-31,0.012477685238448277,-0.008702653671158744,0.03620472249591011
2006-04-30,0.016659307277310687,-0.0016374600222935909,0.12030977706278279
2006-05-31,-0.030120919938608104,-0.0019250423182127774,-0.013212367941959902
2006-06-30,-0.0018040776830310357,-0.0017126035400732986,-0.046707203143457665
2006-07-31,0.00891805221316977,0.013814416002671637,0.031520501708389936
2006-08-31,0.021822649753932666,0.01573254635054422,-0.013774523970655372
2006-09-30,0.022504523037142343,0.010326148619609343,-0.04527210873938614
2006-10-31,0.03605347890197286,0.00666926587490857,0.012947712156690105
2006-11-30,0.01988505092697035,0.010550202852178003,0.06889106234313203
2006-12-31,0.007757065244557548,-0.009391474581596726,-0.018325831904969392
2007-01-31,0.02069507137876614,0.006945043058623757,0.02562890001654794
2007-02-28,-0.019617463659638124,0.012245532454844055,0.025451202827030173
2007-03-31,0.007592591334382615,-0.0019124684396066849,-0.011131249335096238
2007-04-30,0.048438017588398496,0.0059248044077861994,0.02053542010936238
2007-05-31,0.033920051382655636,-0.009096510979701988,-0.023103227112383773
2007-06-30,-0.018849546818739626,-0.004281213499066405,-0.01937754431980876
2007-07-31,-0.02713515545619194,0.010766985712058252,0.023650293322754035
2007-08-31,0.012832384599331448,0.012719400757848387,0.011095846137414656
2007-09-30,0.033810020767684135,0.006386292287017037,0.1050812664749683
2007-10-31,0.01837528001566735,0.010241247199102466,0.0695143580717299
2007-11-30,-0.03873260369582132,0.01802864256327652,-0.016535271004099905
2007-12-31,-0.01648061739838036,-0.004009052636256838,0.06647697115798756
2008-01-31,-0.05547450520967623,0.03142738566069192,0.10841623260567879
2008-02-29,-0.02584258993027322,-0.005603134554177158,0.052297578769114894
2008-03-31,-0.013824689798538015,0.001586574508865679,-0.059991647169457374
2008-04-30,0.05284939000972133,0.0029535716749404806,-0.0415883418198143
2008-05-31,0.015116252872614089,-0.011795989619544422,0.009232491728512704
2008-06-30,-0.08813678207325859,-0.0025745992550869623,0.0451687217321981
2008-07-31,-0.004028933961069847,0.004016145735473264,-0.014442009549096912
2008-08-31,0.015453468239453816,0.007238860516889378,-0.09291743535130026
2008-09-30,-0.09938633849346279,-0.017505605790870127,0.04112104574714248
2008-10-31,-0.16035470909113958,-0.022854422773786465,-0.1613965370422935
2008-11-30,-0.06960652684673285,0.030023761113231906,0.1257359360970265
2008-12-31,0.001665225277055038,0.06283500510680873,0.07732535516442862
2009-01-31,-0.07466330119374287,-0.012254848768961879,0.05536293459751551
2009-02-28,-0.10744861533640437,-0.014099069773796713,0.014456244990885825
2009-03-31,0.07561111666167109,0.011370591077468184,-0.02536973490015282
2009-04-30,0.10721544838776786,0.004938410139193161,-0.03334074188003566
2009-05-31,0.05845287980324665,0.007322353631391332,0.10232612179073874
2009-06-30,-0.006267867632003488,0.004427278400570334,-0.052182918942994094
2009-07-31,0.08067591228015236,0.012355215636544292,0.023799058583926502
2009-08-31,0.036939174808406694,0.012313261558692501,0.0005356513398515617
2009-09-30,0.030548888969090138,0.011930638878621558,0.0583511441028417
2009-10-31,-0.01455349236894965,0.0021502627038707534,0.03722812708124823
2009-11-30,0.06160659044990591,0.013033354462335334,0.12786502259277088
2009-12-31,0.013643679692524335,-0.021921701224941303,-0.07203391451937646
2010-01-31,-0.031154354549277175,0.020528243371549904,-0.012580360682460823
2010-02-28,0.031194792651572545,-0.0011468749765327635,0.03274821867388655
2010-03-31,0.0565289059563594,-3.2385786896016455e-05,-0.004386396377547008
2010-04-30,0.019651825279227042,0.009741960199354915,0.058834362933984474
2010-05-31,-0.07945472102795204,0.010931517557509318,0.030513146883171416
2010-06-30,-0.05623134790521811,0.01759484635996178,0.023553189068376224
2010-07-31,0.07338331523295571,0.008685898585121477,-0.050871157346166984
